PDB_ID,Experimental,DELTA_TOTAL,VDWAALS,EEL,EPB,ENPOLAR
3bh3,-8.448905415,-17.867,-18.063,-2.771,4.768,-1.801
4jvr,-10.9601558,-47.221,-45.761,-5.556,8.576,-4.481
4pg3,-10.78110127,-40.62,-42.549,-6.809,12.382,-3.644
4m5n,-7.035062934,-19.532,-23.795,-0.567,6.877,-2.047
6bh0,-9.138933719,-40.773,-42.752,-9.204,15.629,-4.447
4m8e,-10.82528156,-47.499,-45.134,-6.4,8.345,-4.31
3uxl,-7.644131645,-13.973,-13.898,-2.11,4.119,-2.084
5ufr,-11.94117717,-61.082,-61.698,-4.636,10.63,-5.378
2q80,-6.317301207,-39.42,-46.951,-14.151,27.354,-5.671
3t19,-11.88435695,-63.429,-63.694,-5.884,11.014,-4.865
5fe7,-4.545844577,-26.605,-25.573,-5.041,6.772,-2.763
2xjg,-10.73997041,-43.113,-40.976,-8.475,10.153,-3.815
1ody,-11.11472243,-68.983,-68.414,-23.265,30.478,-7.783
1uyh,-6.615063855,-41.359,-44.006,-1.978,9.129,-4.504
2xbp,-6.887894563,-26.507,-25.73,-13.054,15.477,-3.199
2y57,-9.452569948,-30.892,-31.431,-1.368,5.266,-3.359
3rsv,-12.50040488,-46.096,-46.523,-7.815,13.192,-4.95
5k1d,-6.426948845,-18.388,-16.334,-14.494,15.277,-2.836
6bnj,-11.10729137,-30,-35.111,-24.821,34.144,-4.213
1n46,-14.44487789,-56.249,-56.143,-8.028,12.258,-4.336
5l9o,-7.409814951,-34.891,-34.806,-22.634,26.238,-3.689
6elo,-8.633033979,-38.082,-38.155,-8.298,11.959,-3.587
5aqj,-3.675820679,-18.937,-18.505,-7.202,8.81,-2.04
4aw5,-8.351450272,-43.139,-46.392,-6.065,14.028,-4.71
6s4u,-10.65148818,-65.174,-64.843,-11.944,16.94,-5.327
5edq,-11.94117717,-47.062,-46.955,-5.334,9.483,-4.255
6r13,-6.450330707,-32.123,-31.651,-9.173,11.325,-2.624
3gss,-7.994547178,-26.357,-25.624,-9.293,11.684,-3.124
2pfy,-8.954031422,-17.729,-15.523,-10.982,10.572,-1.796
1iy8,-2.227001749,-63.614,-59.135,-41.02,42.584,-6.043
3p2v,-8.079056824,-27.535,-28.343,-4.12,8.011,-3.083
3k87,-7.880581856,-52.291,-52.039,-17.569,22.832,-5.516
3hp9,-6.293919344,-29.578,-29.079,-1.914,4.559,-3.144
4acm,-9.166667142,-47.993,-48.167,-10.37,15.394,-4.849
6dpt,-9.764796811,-36.266,-36.579,-11.075,15.112,-3.725
4uxl,-14.43522036,-46.515,-46.804,-4.233,8.823,-4.301
2ko7,-7.120374088,-26.454,-26.982,-3.704,7.523,-3.291
5x67,-8.132565504,-42.625,-43.776,-8.535,13.042,-3.357
6oxr,-14.16468001,-57.233,-59.882,-15.104,23.891,-6.139
5d1w,-7.035062934,-52.662,-51.688,-1.074,4.581,-4.482
2imf,-6.658511716,-31.671,-30.278,-13.014,15.218,-3.597
5tbm,-10.03425275,-50.674,-53.166,-4.76,11.048,-3.797
4rfm,-13.789928,-51.875,-51.903,-8.734,13.358,-4.596
5ant,-8.725706348,-45.563,-44.431,-9.588,12.586,-4.129
3w9r,-8.483983831,-28.606,-28.851,-7.834,11.646,-3.567
5v79,-8.797620059,-35.385,-34.035,-20.771,22.987,-3.565
2ef9,-6.650061043,-16.268,-13.546,-17.449,17.237,-2.509
1hk2,-9.2926414,-36.651,-37.632,-3.911,8.631,-3.739
1m0b,-12.10087647,-72.095,-74.761,-18.684,28.56,-7.21
1npv,-11.2568002,-65.603,-66.788,-18.41,26.092,-6.497
2q64,-11.69945465,-54.421,-55.665,-12.038,19.573,-6.292
5cdh,-7.366700188,-8.91,-7.207,-14.377,14.43,-1.756
3wto,-9.505277119,-15.929,-15.505,-3.338,4.733,-1.818
5ld8,-11.04450477,-37.681,-37.453,-8.142,11.451,-3.536
4wrb,-8.493085703,-37.509,-37.644,-8.777,12.442,-3.53
4ycv,-7.994547178,-43.8,-44.76,-6.922,11.486,-3.604
4jz1,-9.195753939,-51.634,-49.891,-14.017,16.962,-4.688
5u0z,-8.493085703,-32.158,-38.438,0,7.127,-0.847
3ion,-11.05578781,-58.442,-59.916,-7.064,13.924,-5.387
1y8p,-8.340212399,-31.868,-36.701,-8.062,17.186,-4.291
1h6h,-7.276785451,-18.143,-17.664,-10.383,12.951,-3.047
2iq0,-5.711704978,-16.066,-14.986,-5.662,6.671,-2.089
2xgo,-4.118134847,-42.163,-41.372,-24.024,28.749,-5.516
2iqg,-11.33449996,-64.689,-67.308,-12.74,21.623,-6.265
4uil,-9.933726452,-34.75,-35.531,-3.821,7.984,-3.381
1p57,-6.037103336,-34.101,-27.58,-28.069,24.243,-2.694
4ymb,-8.521256034,-24.208,-25.191,-14.47,18.941,-3.488
6xj8,-5.017442078,-26.886,-24.834,-15.485,16.378,-2.945
1tj2,-2.089075699,-15.581,-0.408,-55.211,41.152,-1.115
1os5,-9.408389659,-40.418,-38.807,-12.281,14.826,-4.155
4c9x,-10.04654517,-43.486,-44.735,-2.923,8.781,-4.609
3uzj,-7.618207514,-17.024,-16.465,-3.93,5.15,-1.779
3i6c,-6.754865063,-28.183,-31.697,0,3.92,-0.405
6ipl,-5.237318391,-30.377,-30.059,-19.727,23.529,-4.119
1dqx,-15.06155535,-18.523,-16.556,-16.315,17.297,-2.948
6pgb,-6.317301207,-32.357,-32.277,-7.387,10.682,-3.375
5zwh,-11.90827729,-63.463,-62.852,-6.459,11.3,-5.452
1s5z,-4.403121187,-26.969,-26.809,-11.998,15.375,-3.537
4cpt,-10.56846555,-70.978,-74.392,-18.582,29.424,-7.427
4k55,-7.569514251,-8.7,-8.147,-9.316,10.52,-1.756
4np9,-6.900445787,-11.461,-10.092,-15.256,16.076,-2.189
4cg9,-8.521256034,-42.357,-40.682,-21.639,23.697,-3.733
3e5u,-8.035678043,-13.936,-13.599,-6.143,7.94,-2.135
1ec0,-11.6609793,-77.786,-80.416,-24.573,34.07,-6.867
2f78,-4.115381554,-15.385,-15.251,-3.484,5.23,-1.879
2gz1,-7.163300008,-54.573,-56.276,-24.391,31.921,-5.827
1zj7,-9.698896048,-51.37,-48.662,-15.014,18.086,-5.779
6edr,-6.239187256,-43.661,-43.552,-31.07,35.996,-5.036
6hnc,-6.144875588,-28.27,-26.594,-8.547,9.89,-3.019
2c3l,-6.954860852,-30.09,-31.546,-5.077,9.476,-2.943
2zaz,-8.782526567,-37.612,-36.903,-5.612,8.627,-3.723
1egh,-7.823042323,-8.753,-7.23,-15.251,15.52,-1.792
4ahu,-3.112769426,-14.571,-14.595,-4.011,5.917,-1.882
5cs6,-4.393582406,-27.292,-26.682,-1.278,3.581,-2.914
2a4w,-11.38311474,-34.732,-34.651,-10.853,15.569,-4.796
4ozl,-6.828820424,-22.968,-23.268,-9.338,12.672,-3.032
2p7a,-8.378309358,-21.527,-20.287,-3.145,3.932,-2.028
6dxl,-7.956071824,-57.831,-59.907,-13.747,21.745,-5.921
2hhn,-10.28826768,-58.732,-59.173,-9.704,15.79,-5.645
5ywx,-13.52652451,-43.079,-45.338,-5.65,12.315,-4.406
3mf5,-7.363933774,-36.756,-35.491,-1.504,4.074,-3.835
3fuc,-13.34446785,-39.213,-37.212,-18.187,19.698,-3.511
5lto,-8.127576679,-17.186,-10.867,-11.054,6.817,-2.081
4tyo,-9.742010811,-33.014,-33.143,-4.637,8.27,-3.504
4ahr,-3.00223924,-12.362,-11.966,-2.029,3.442,-1.809
4bnn,-13.61842314,-46.375,-48.33,-3.548,9.621,-4.117
4mp2,-7.477615615,-34.472,-31.991,-12,12.736,-3.217
4j74,-6.293919344,-29.665,-28.476,-2.384,4.246,-3.051
6f86,-10.14762232,-49.418,-47.156,-16.144,17.9,-4.019
6i5g,-6.705772545,-44.568,-44.691,-4.604,9.193,-4.465
3cr4,-5.86933618,-30.705,-29.461,-4.136,6.658,-3.765
4kww,-7.622450671,-13.592,-11.337,-16.597,16.398,-2.057
4y8d,-11.05116585,-43.348,-44.202,-4.795,9.762,-4.114
5k9w,-6.293919344,-21.18,-20.581,-10.179,12.106,-2.526
1w2g,-6.271420029,-32.371,-34.481,-8.506,13.458,-2.843
5mnq,-7.467630759,-39.545,-39.901,-8.252,12.43,-3.822
2io6,-10.27198659,-47.156,-47.753,-12.184,17.355,-4.574
3kyq,-5.795380819,-39.382,-37.388,-11.246,13.609,-4.358
4nzo,-9.2926414,-26.629,-26.408,-14.611,18.695,-4.306
3coz,-7.644131645,-56.393,-55.619,-17.336,21.153,-4.59
3oy3,-10.16717354,-71.114,-71.929,-12.441,19.655,-6.399
2f9b,-8.954031422,-40.381,-42.218,-7.944,13.677,-3.895
3ip8,-3.135268741,-20.479,-20.154,-7.95,9.904,-2.278
5en4,-9.86843808,-36.86,-38.437,-6.622,11.94,-3.741
4g95,-10.44991841,-35.069,-34.328,-6.656,9.269,-3.355
4fl2,-5.020798872,-25.178,-39.901,1.371,17.845,-4.494
5he4,-10.56846555,-35.808,-37.219,-4.668,10.244,-4.165
3l5r,-10.13180805,-36.425,-35.203,-11.044,12.848,-3.026
4mue,-9.195753939,-45.552,-46.589,-7.835,13.618,-4.746
6bfn,-10.9664981,-47.304,-48.038,-8.134,13.157,-4.288
3t1a,-11.48483504,-63.609,-63.855,-6.86,11.951,-4.845
5d47,-9.608981311,-48.51,-51.167,-5.918,13.447,-4.872
1p2a,-10.815347,-43.912,-43.983,-4.54,8.195,-3.584
4b73,-9.89396765,-52.058,-48.783,-26.837,27.798,-4.236
2x23,-11.12981592,-50.313,-51.395,-3.571,8.757,-4.104
4o33,-5.435833966,-47.448,-46.99,-3.449,7.006,-4.015
1hms,-8.739411804,-39.797,-38.913,-7.274,10.705,-4.314
3eqr,-11.94117717,-65.027,-71.739,0,8.16,-1.448
6nyh,-10.53937876,-67.659,-69.401,-5.124,11.866,-5.001
4zij,-4.458500823,-32.748,-33.278,-5.384,9.134,-3.22
4qjr,-9.742010811,-89.595,-87.459,-11.323,18.237,-9.049
1lbk,-4.358666233,-21.571,-21.389,-10.056,12.869,-2.995
5uex,-12.11268203,-45.09,-42.951,-9.99,12.612,-4.761
5e3d,-5.521425529,-17.934,-17.233,-7.108,8.586,-2.179
3qxt,-7.168092435,-48.286,-48.674,-13.123,17.847,-4.336
7upj,-11.6609793,-47.21,-47.28,-12.693,17.802,-5.04
2rh4,-6.617408351,-21.173,-21.46,-3.225,6.175,-2.663
5yqx,-9.552161091,-31.921,-30.656,-3.285,5.62,-3.601
5eh0,-12.76763191,-54.18,-55.782,-3.159,9.746,-4.985
4rfz,-10.10139113,-66.041,-65.818,-17.319,23.259,-6.163
2w67,-6.806737859,-25.032,-23.79,-13.691,15.009,-2.56
2op3,-8.661541135,-25.914,-26.261,-2.354,5.633,-2.933
3fhb,-7.823042323,-21.861,-21.321,-6.276,7.687,-1.952
6fnq,-6.293919344,-29.605,-24.713,-76.375,74.263,-2.78
5ta4,-10.45977254,-48.774,-47.083,-8.814,11.675,-4.552
4ijl,-5.311935785,-21.691,-21.375,-3.345,5.85,-2.822
3qlx,-10.33446538,-45.667,-46.467,-5.59,10.999,-4.608
5e1s,-10.87299991,-54.359,-55.125,-4.783,11.053,-5.504
2oz6,-7.219965231,-32.136,-30.978,-11.867,13.971,-3.261
3jsx,-11.07845299,-28.19,-27.987,-2.346,4.902,-2.759
3t3c,-14.04167026,-54.521,-56.193,-15.398,22.85,-5.78
3r32,-11.27868156,-69.624,-68.907,-19.023,24.672,-6.366
6mg5,-6.441454696,-39.623,-38.892,-5.145,7.567,-3.153
4man,-15.09982777,-81.658,-82.037,-6.932,14.706,-7.395
6d16,-6.967500783,-21.979,-22.347,-8.62,11.658,-2.671
4ual,-11.5279498,-45.552,-48.89,-10.106,17.703,-4.258
6df4,-10.42954857,-44.242,-42.949,-11.011,14.209,-4.491
5ie3,-6.502204926,-8.108,-8.114,-8.527,9.717,-1.185
2wtw,-11.23850894,-46.275,-46.229,-8.446,13.027,-4.627
3sfi,-8.735958165,-54.335,-54.281,-6.465,10.616,-4.206
5o37,-6.024196986,-11.55,-6.701,-18.995,15.414,-1.269
4xqa,-6.845936272,-60.194,-56.838,-22.298,26.417,-7.475
3n8n,-6.271420029,-24.712,-24.069,-9.772,12.236,-3.107
3ijg,-5.858192658,-20.185,-20.409,-1.408,3.956,-2.324
3eko,-9.195753939,-23.906,-22.259,-11.281,12.272,-2.638
4qsx,-2.395007699,-20.131,-19.51,-5.789,7.84,-2.672
4kz6,-4.251164348,-19.734,-19.842,-6.48,9.266,-2.678
6pg8,-5.290254811,-29.752,-29.782,-6.942,9.944,-2.972
4f7n,-9.742010811,-58.037,-59.101,-5.679,11.726,-4.983
2f1g,-10.34695382,-51.647,-50.9,-6.492,10.776,-5.031
5k9c,-8.536430129,-60.45,-58.235,-10.277,12.489,-4.428
1d6n,-6.179521394,-17.482,-18.738,-4.221,7.234,-1.757
4g5y,-3.801794936,-7.594,-7.478,-1.851,2.876,-1.141
4kwp,-10.14844862,-41.107,-41.552,-1.624,5.685,-3.616
4w5j,-9.944094732,-72.901,-74.891,-29.503,39.111,-7.618
3vfa,-12.61122055,-64.798,-66.868,-15.961,24.251,-6.22
4nks,-9.839775625,-47.989,-47.423,-6.592,10.579,-4.553
1mdl,-4.243758525,-15.787,-15.339,-8.085,9.809,-2.173
6i61,-8.572429931,-37.036,-35.651,-6.406,8.149,-3.128
3o8p,-8.862132787,-47.306,-45.391,-8.46,10.577,-4.032
3fcl,-4.781322186,-34.34,-32.126,-13.011,14.391,-3.594
3f0q,-10.97435081,-46.914,-47.019,-6.241,11.114,-4.769
1tpw,-4.531362219,-11.717,-10.426,-16.969,17.577,-1.9
3d1g,-6.863558079,-30.998,-31.137,-3.658,6.996,-3.199
5vb6,-8.739411804,-68.594,-69.215,-5.588,12.379,-6.169
1rri,-7.952156952,-19.806,-19.24,-10.07,11.885,-2.381
5a4c,-11.31680635,-61.767,-63.215,-5.743,13.23,-6.039
1upf,-6.317301207,-14.753,-13.745,-6.33,6.941,-1.62
5dxu,-11.5279498,-43.105,-43.284,-6.529,11.177,-4.469
1au2,-10.82528156,-49.239,-49.273,-5.646,10.836,-5.156
1eb2,-8.248313763,-48.198,-48.353,-9.563,14.193,-4.475
5l8n,-6.189060174,-23.967,-24.211,-8.115,10.855,-2.496
3jvr,-7.856767365,-36.58,-34.756,-8.447,9.921,-3.298
1d4y,-15.23285727,-51.297,-53.069,-8.656,16.076,-5.649
5bry,-16.23081687,-60.664,-63.572,-15.214,24.295,-6.174
2b4m,-4.845916325,-26.372,-25.405,-11.908,13.035,-2.094
5hz9,-9.652245133,-33.254,-33.925,-2.972,7.208,-3.564
3zln,-11.62483726,-54.438,-53.825,-6.056,10.217,-4.775
2xm9,-10.98594247,-50.035,-51.275,-8.139,13.769,-4.389
6n3x,-6.989918213,-41.747,-39.891,-16.673,19.089,-4.272
1i37,-13.13497811,-47.938,-46.744,-6.432,8.704,-3.466
5oip,-5.601515184,-44.334,-44.6,-7.972,12.275,-4.036
2pr2,-9.44625017,-74.511,-79.024,-18.067,30.135,-7.555
4drp,-7.385538665,-53.689,-53.154,-8.917,13.498,-5.116
5hdv,-10.73997041,-40.593,-41.97,-9.09,14.891,-4.425
1knr,-6.984508946,-99.772,-100.865,-29.304,37.645,-7.248
4cm1,-8.909595326,-35.543,-37.226,-5.603,10.476,-3.189
5l3a,-6.707146716,-25.092,-25.815,-6.481,9.862,-2.659
5otz,-7.120374088,-5.518,-5.216,-11.666,12.933,-1.569
5yvt,-5.439470675,-31.894,-32.244,-11.056,15.413,-4.007
5u9i,-10.03425275,-40.279,-38.884,-0.149,2.327,-3.572
6afk,-8.236866154,-17.941,-16.35,-14.29,15.375,-2.677
6fzp,-8.813105633,-68.831,-69.637,-8.932,15.819,-6.08
3g1m,-8.578099762,-55.26,-55.316,-5.674,9.944,-4.214
5f1x,-8.384392687,-16.289,-16.165,-6.492,8.802,-2.433
2ay9,-2.966636957,-11.99,-11.567,-2.482,4.014,-1.955
1a9q,-8.466186656,-20.921,-19.082,-12.069,11.984,-1.753
3ud5,-5.245614499,-46.156,-46.929,-14.992,20.925,-5.16
4hym,-11.28622728,-48.769,-49.728,-7.971,12.882,-3.952
1q4l,-10.15523818,-40.388,-40.431,-9.738,13.645,-3.865
6hq7,-8.392859933,-33.117,-32.107,-12.92,15.166,-3.257
1swg,-10.09977442,-26.514,-23.508,-14.215,14.016,-2.807
4cmk,-8.26132173,-42.951,-46.082,0,4.3,-1.169
6f4x,-6.823222626,-29.361,-28.732,-12.576,14.981,-3.035
1jkx,-6.44601816,-61.538,-69.055,0,8.729,-1.212
4b7p,-12.98712014,-45.341,-45.307,-14.091,18.802,-4.746
2pdn,-7.435419536,-41.055,-41.594,-7.124,11.191,-3.528
1pzp,-4.543406287,-33.684,-33.09,-3.021,5.939,-3.512
4i5p,-8.771075245,-45.987,-47.001,-4.035,9.088,-4.038
3rsx,-6.05526193,-28.291,-28.862,-2.583,6.09,-2.937
1xw6,-7.709191665,-22.685,-20.278,-12.554,12.969,-2.822
4ea1,-8.845338406,-48.689,-48.415,-1.668,6.298,-4.903
3wjx,-8.334636319,-22.428,-19.477,-17.601,17.667,-3.017
1bwb,-11.55852886,-72.192,-71.602,-22.947,29.859,-7.501
4ucd,-5.490846463,-25.882,-27.174,-2.4,6.405,-2.713
5i3i,-3.546123667,-9.838,-7.636,-17.383,16.965,-1.784
6f20,-5.910065454,-27.578,-27.989,-5.218,8.315,-2.687
5hu1,-11.88435695,-39.459,-41.123,-9.097,14.932,-4.171
1ndv,-8.127576679,-43.52,-45.084,-9.668,15.678,-4.446
1v2w,-5.50416939,-42.86,-42.236,-12.152,15.601,-4.073
2iko,-7.477448647,-41.858,-42.544,-5.34,10.278,-4.252
4cma,-8.54510691,-40.252,-42.252,-5.265,11.031,-3.765
4o13,-10.68302287,-45.012,-46.323,-8.403,14.403,-4.688
6k05,-9.005904219,-40.36,-39.231,-3.384,6.36,-4.104
3ohh,-10.57490619,-60.229,-63.362,-16.483,26.209,-6.593
2jbz,-8.807213387,-21.495,-22.033,-13.017,16.821,-3.266
6cjj,-5.357816963,-25.632,-26.886,-6.881,11.638,-3.503
1tv5,-8.230763109,-34.997,-36.633,-4.957,9.734,-3.141
3hb8,-7.035062934,-25.753,-24.842,-13.798,15.84,-2.953
3ii4,-8.322728416,-67.164,-68.363,-11.188,18.989,-6.602
4ywa,-10.3678739,-11.83,-47.78,-12.798,55.662,-6.913
2jkm,-10.58286604,-60.8,-61.591,-7.231,13.38,-5.358
1dis,-15.08973237,-56.24,-42.697,-73.398,64.938,-5.082
6fr0,-9.333617915,-47.273,-46.543,-9.183,13.482,-5.029
4gui,-4.994298461,-22.156,-18.094,-19.827,17.859,-2.093
4zyz,-9.847730449,-41.579,-40.623,-13.102,16.187,-4.041
5zun,-12.55354489,-66.993,-66.207,-11.056,15.43,-5.16
5wmt,-8.044256048,-44.915,-42.637,-10.106,12.12,-4.291
5nk6,-9.33628242,-51.348,-51.475,-7.174,12.226,-4.925
6dv4,-12.07420667,-66.832,-69.519,-19.582,29.251,-6.982
3wzq,-8.5508238,-30.888,-30.122,-11.175,14.053,-3.645
1pxh,-12.00398901,-50.024,-45.102,-32.302,33.246,-5.866
4ieh,-10.78110127,-76.696,-76.821,-7.074,14.225,-7.026
5os2,-3.760804361,-21.235,-22.203,15.593,-11.943,-2.682
2xxt,-11.04450477,-24.779,-23.843,-17.073,18.976,-2.84
5zo7,-12.35440454,-51.686,-52.719,-5.894,11.368,-4.441
3e9i,-8.540804051,-50.976,-54.534,-16.595,25.213,-5.06
5zdc,-7.892515249,-55.723,-56.59,-21.929,27.949,-5.154
5fwr,-10.64129714,-24.707,-17.857,-19.517,15.474,-2.808
1j3j,-10.98638683,-31.016,-31.997,-3.928,7.918,-3.009
4ge1,-8.829004204,-25.212,-25.487,-2.81,5.586,-2.5
3n76,-9.408389659,-37.939,-38.199,-12.855,16.833,-3.718
4d44,-12.97158932,-32.997,-34.924,-3.311,8.353,-3.116
1a5h,-8.649497067,-42.403,-43.663,-6.685,11.887,-3.943
5ih9,-11.94117717,-47.383,-47.434,-4.786,9.468,-4.63
5x4p,-6.906821902,-13.562,-13.32,-1.363,3.021,-1.901
4gfo,-9.087060923,-33.487,-34.289,-5.042,9.011,-3.167
1pmn,-11.12656043,-63.512,-63.392,-5.931,11.211,-5.401
4ek9,-6.067682401,-39.642,-38.554,-13.51,15.958,-3.536
2l98,-4.961520252,-25.762,-25.085,-6.208,8.451,-2.92
5ejl,-9.087060923,-40.429,-39.759,-23.358,27.413,-4.724
4u7v,-7.542844452,-50.903,-54.801,0,5.165,-1.267
3bwk,-5.412732513,-48.431,-47.9,-8.596,12.808,-4.743
5x13,-7.148544419,-14.242,-13.294,-7.615,8.891,-2.224
4m8x,-14.00256372,-64.35,-66.202,-17.585,26.548,-7.111
4b6r,-8.027221716,-30.087,-29.276,-14.383,16.933,-3.361
2uxz,-11.64263443,-73.302,-75.468,-20.792,30.007,-7.048
6ge7,-8.3213516,-44.211,-41.648,-2.376,4.694,-4.881
4rj5,-9.856695447,-42.9,-42.787,-7.903,12.205,-4.416
1lhu,-12.12068431,-44.111,-43.532,-6.016,8.778,-3.34
3btj,-7.714349307,-75.504,-70.257,-30.736,31.731,-6.241
2qhd,-7.380728154,-27.597,-25.854,-3.113,4.475,-3.105
6f3j,-7.345376808,-49.628,-57.432,-15.601,28.14,-4.735
3pe2,-13.39349501,-43.399,-43.363,-5.219,9.131,-3.948
3w0l,-9.639560377,-20.394,-19.952,-22.607,25.119,-2.955
4i5h,-11.93319357,-66.213,-67.36,-6.068,12.729,-5.514
3kr0,-6.450330707,-21.143,-23.076,-10.02,13.96,-2.007
2f8g,-11.94117717,-53.47,-55.598,-16.029,23.94,-5.784
2pdy,-10.69434027,-32.335,-31.105,-8.214,9.942,-2.959
6hm2,-10.05909639,-24.516,-26.457,-19.879,25.139,-3.319
4cm3,-8.776654766,-31.808,-33.001,-6.38,10.545,-2.972
5fsx,-3.735486542,-36.504,-36.391,-16.536,20.331,-3.908
1gi8,-6.933031005,-31.017,-29.522,-7.059,8.233,-2.668
5tb6,-7.982741623,-29.983,-28.619,-5.305,7.101,-3.161
1x7a,-10.82528156,-54.625,-54.268,-12.767,17.121,-4.711
1doh,-11.82457322,-30.553,-31.805,-3.469,6.87,-2.148
4det,-7.793955526,-18.05,-17.653,-3.671,5.678,-2.405
1lnm,-11.94117717,-55.195,-56.067,-5.29,10.35,-4.187
5jq5,-7.729188084,-52.077,-52.758,-6.58,12.109,-4.847
2ifb,-7.467630759,-43.296,-41.207,-8.5,10.838,-4.426
1u1c,-7.361774976,-29.85,-30.195,-6.689,10.274,-3.24
6udu,-12.76763191,-62.918,-60.638,-8.131,10.93,-5.079
3el9,-11.5279498,-66.581,-68.255,-17.979,26.742,-7.088
1ksn,-12.90066141,-57.051,-55.808,-11.839,15.557,-4.961
4fyh,-6.658511716,-29.225,-27.544,-14.525,16.454,-3.61
3axz,-4.707655542,-38.214,-38.397,-9.886,12.953,-2.884
5mra,-10.98169293,-32.038,-33.352,-6.77,11.685,-3.601
4u5u,-3.961723484,-33.131,-36.715,0,3.471,0.113
5zah,-9.987471027,-42.569,-45.245,-6.932,13.528,-3.919
5o1e,-6.151787971,-38.997,-40.286,-4.328,8.619,-3.002
1u71,-10.26992282,-40.57,-40.638,-6.624,10.592,-3.9
2ccb,-10.22203774,-17.936,-17.911,-6.256,8.378,-2.148
6gnw,-6.851752523,-26.868,-26.126,-4.711,6.718,-2.749
4q1f,-11.0314018,-55.848,-54.113,-12.249,15.878,-5.363
6nti,-6.271420029,-27.32,-29.154,-9.54,15.27,-3.896
6bef,-5.467464601,-36.271,-35.433,-13.556,17.8,-5.082
6udi,-13.72711616,-69.171,-67.34,-8.837,12.766,-5.761
4giu,-7.313673158,-36.812,-36.347,-8.049,11.072,-3.488
3q72,-7.965839016,-35.004,-31.028,-23.555,22.809,-3.23
2j9h,-4.649670945,-34.414,-33.671,-19.281,22.889,-4.352
4prg,-9.821617031,-88.986,-87.906,-10.921,17.542,-7.701
5lq1,-6.192659591,-12.814,-10.506,-12.266,11.253,-1.294
5zhl,-9.226333005,-45.387,-45.533,-8.714,13.041,-4.181
5qcl,-10.92487271,-52.306,-59.626,0,8.115,-0.795
3p8e,-7.076193799,-39.022,-38.483,-12.782,15.372,-3.129
4pow,-8.649497067,-36.256,-35.808,-14.732,17.68,-3.396
3wtm,-9.608981311,-21.43,-21.43,-3.551,5.894,-2.342
3uo6,-10.73997041,-41.842,-42.366,-5.739,10.138,-3.875
5vcw,-8.176745792,-50.117,-51.664,-4.057,10.801,-5.197
1wei,-12.34614466,-15.559,-15.008,-6.103,7.488,-1.936
1trd,-7.409814951,-11.204,-9.686,-15.745,16.181,-1.954
2i0g,-13.34446785,-40.37,-39.042,-6.008,8.206,-3.526
4e1k,-8.649497067,-43.236,-42.881,-9.659,13.59,-4.286
3wd2,-8.515620976,-42.235,-40.208,-16.88,20.135,-5.283
4mwo,-6.999403784,-37.453,-37.333,-17.086,21.258,-4.292
4epy,-4.76127918,-34.663,-34.813,-6.601,10.001,-3.25
1flm,-12.85754665,-32.802,-29.392,-16.72,16.681,-3.371
3kpu,-4.339348573,-21.004,-23.93,-2.61,7.553,-2.018
4ibm,-7.844040269,-42.703,-43.075,-5.758,9.857,-3.727
6n8y,-7.380728154,-44.153,-44.533,-5.733,10.731,-4.618
2d3z,-9.112433309,-35.513,-34.792,-7.196,10.246,-3.771
3djv,-6.251872013,-20.5,-19.903,-10.279,12.395,-2.714
1nje,-5.210648592,-18.698,-17.421,-14.411,16.298,-3.164
5tuf,-5.570798084,-40.434,-42.665,-5.869,12.421,-4.322
2qtg,-6.974640522,-34.679,-33.363,-11.682,13.749,-3.384
4zzx,-9.47595181,-36.991,-36.124,-8.227,10.774,-3.414
2g8n,-9.884428869,-52.044,-50.62,-22.392,24.986,-4.018
1d6v,-8.475018834,-44.974,-45.831,-9.933,15.057,-4.267
4m3d,-7.385538665,-59.336,-58.449,-8.812,12.677,-4.751
3iob,-4.694970786,-35.249,-35.46,-11.916,15.284,-3.157
6gw1,-7.059399419,-49.076,-48.662,-7.779,12.297,-4.932
6cb5,-7.366700188,-24.98,-24.526,-6.156,8.833,-3.13
4n8q,-4.694970786,-18.045,-16.729,-3.847,4.53,-2
5ahw,-7.091724199,-37.819,-37.431,-10.719,13.581,-3.251
5om2,-5.575928368,-39.825,-40.596,-6.588,11.256,-3.898
3qqa,-7.994547178,-51.146,-51.205,-10.732,16.021,-5.231
5tt7,-10.76788167,-44.646,-44.423,-5.709,9.738,-4.251
3ekw,-10.93031714,-69.806,-72.025,-17.88,27.351,-7.252
3nu9,-12.41721638,-52.614,-54.032,-15.4,22.377,-5.558
5org,-11.5279498,-34.187,-38.935,-10.649,18.45,-3.053
2bz6,-9.734604988,-49.804,-49.477,-9.977,14.008,-4.359
5m7u,-11.11472243,-37.35,-36.687,-15.069,18.194,-3.789
3isn,-11.10729137,-20.669,-20.549,-7.883,10.254,-2.491
4mpe,-8.744983443,-29.014,-26.895,-15.117,16.191,-3.193
5nbw,-11.78476581,-42.829,-43.78,-1.804,5.982,-3.227
1pyg,-7.581319806,-28.261,-29.449,-8.235,12.753,-3.33
5zym,-7.919929784,-51.815,-51.112,-8.566,13.463,-5.6
1xk9,-9.408389659,-34.069,-34.076,-5.731,8.956,-3.218
3lk0,-4.333416573,-26.127,-25.616,-1.107,3.587,-2.992
5bs4,-15.10581939,-58.933,-61.912,-16.391,25.379,-6.009
5bv3,-9.838898272,-45.557,-42.064,-25.434,26.21,-4.269
